"stock","sector","2024TotalRevenue","2024NetIncome","2024TotalAssets","2024CurrentLiabilities","2024TotalLiabilitiesNetMinorityInterest","2024TotalEquityGrossMinorityInterest","2024InvestingCashFlow","2024ShareIssued","2024WorkingCapital","2024CostOfRevenue","2023TotalRevenue","2023NetIncome","2023TotalAssets","2023CurrentLiabilities","2023TotalLiabilitiesNetMinorityInterest","2023TotalEquityGrossMinorityInterest","2023InvestingCashFlow","2023ShareIssued","2023WorkingCapital","2023CostOfRevenue","2022TotalRevenue","2022NetIncome","2022TotalAssets","2022CurrentLiabilities","2022TotalLiabilitiesNetMinorityInterest","2022TotalEquityGrossMinorityInterest","2022InvestingCashFlow","2022ShareIssued","2022WorkingCapital","2022CostOfRevenue","2021TotalRevenue","2021NetIncome","2021TotalAssets","2021CurrentLiabilities","2021TotalLiabilitiesNetMinorityInterest","2021TotalEquityGrossMinorityInterest","2021InvestingCashFlow","2021ShareIssued","2021WorkingCapital","2021CostOfRevenue"
"LYDHO","HOLDING AND INVESTMENT COMPANIES",54649751,-473134563,2908464626,45732657,169589962,2738874664,-1420353577,2.08e+08,918136038,36953837,NA,-483694779,2538369035,52421740,55906109,2482462926,-8437714,2.08e+08,2477698370,NA,13861324,1208056326,2359827411,137650349,142629171,2217198240,1164241182,2.08e+08,2214020951,30453145,1762701,72470995,437773756,5528003,70885640,366888116,NA,2.08e+08,-1748800,1551119
"LYDYE","ELECTRICITY GAS AND WATER",54649751,960414010,1917404059,41537392,457261762,1460142297,87669,1891070,1347553766,36953837,71406459,67000963,160441070,51259025,65927051,94514019,-1719910,1118203,81163033,56864098,47184182,-25154696,50146799,38111973,39026976,11119823,-10868777,1118203,-8676460,43399613,8459648,-5793425,12659711,1410461,1537119,11122592,-1565756,1118203,8503402,10634068
"MAALT","HOTELS AND RESTAURANTS",39674088,-119475415,2926611915,83292063,425878861,2500733054,-813245631,6967091,389058841,27810853,37394241,-52300091,3135774921,128785017,515271335,2620503586,1175476493,6967091,1585007221,29924748,9351244,-98962534,713910383,85537497,373557789,340352594,-174017257,5254738,78824267,4502406,4878355,44057037,223378490,14190404,74492123,148886367,832230,5515536,140631395,2344687
"MACKO","EDUCATION HEALTH SPORTS AND ENTERTAINMENT SERVICES",697419567,255418403,537906982,70388473,88227033,449679949,-40009692,1e+08,324808543,211112658,543251030,219946194,551212120,105912007,109426490,441785630,-35911738,1e+08,241681733,161329485,341765184,113414197,333291016,42409652,45861117,287429899,-10098826,1e+08,198281492,92507560,113849196,85543591,126918534,21440051,22016972,104901562,-53266038,1e+08,51404477,25771979
"MAGEN","ELECTRICITY GAS AND WATER",1134646747,-281875556,16917037283,1993903692,5313704277,11603333006,-34898250,1.18e+09,-582419369,765508318,1095189486,448790109,19054981494,1819655761,6389589148,12665392346,-864889297,1.18e+09,-312165479,634425498,1240640923,-1243431429,13082946174,1401679661,4658598667,8424347507,-534697323,1480527959,1367086541,736519136,508826413,1010190828,5862546664,553008350,1558229873,4304316791,-112252069,1480527959,701365995,331323874
"MAKIM","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",1053600715,55364706,1217375281,241694539,362707177,854668104,-277589193,1.12e+08,342300051,734560634,1142309158,193733566,1094773117,239091978,298228748,796544369,-91602838,1.12e+08,455724877,677857438,552657379,95896298,521378966,81628259,92524837,428854129,-67470150,1.12e+08,249404874,368814514,144829731,57142244,139216553,22987220,26991960,112224593,-28425295,1.12e+08,85195949,87153801
"MAKTK","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",908592635,212084545,1878237594,507826622,648505244,1229732350,133619903,2e+08,648550396,504387630,847297878,153579675,1644529203,378220375,592416944,1052112259,-175590143,2e+08,278469741,619572903,439788011,72967777,981995385,195573744,348564834,633430551,-169133277,2e+08,156571333,308730645,123798435,23615495,326242551,135304129,168657928,157584623,37364004,2e+08,27637506,72552017
"MANAS","TECHNOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275384520,39401120,851473203,266558588,340709824,510763379,-36161684,82764000,75479599,124322649,269467871,-39396307,656825720,225040942,321524218,335301502,-95343384,82764000,117415701,160889898,96383712,4107910,157588525,34857597,41507797,116080728,-4918471,82764000,55616395,59641988
"MARBL","NON-METALLIC MINERAL PRODUCTS",2391870143,113263394,3477017727,1039825349,1373120293,2103897434,-182671467,228600000,486554077,1425909522,1655627563,129040142,2391475966,698997036,940521165,1450954801,-48635432,228600000,679846887,941717226,1162919504,53591033,1273651525,579931459,804387407,469264118,-27517379,228600000,91946421,667996500,537043600,10176429,779471416,389044810,538840821,240630595,-6509505,228600000,48714724,315632821
"MARKA","HOLDING AND INVESTMENT COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARTI","HOTELS AND RESTAURANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAVI","WHOLESALE AND RETAIL TRADE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEDTR","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",2094352590,73429958,2810088598,459372863,575090019,2234998579,159604054,1.19e+08,1093789425,1267042071,2096766073,37345258,2732983625,411078398,596542604,2136441021,117402049,1.19e+08,1148783698,1167366662,1595736869,114337104,1889909415,240087456,381047683,1508861732,-80574122,1.19e+08,966674671,914409462,375929700,167701149,719211228,127036443,149838740,569372488,-6328870,1.19e+08,491301670,210176413
"MEGAP","TEXTILE, WEARING APPAREL AND LEATHER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4086631633,247019956,3737833853,2449684703,2488797340,1249036513,-194635944,2.5e+08,454669107,3331548386,2950343226,81367898,2819440962,1867086911,1999275011,820165951,-133336919,214387464,325259357,2530918650,564709615,15967643,624758670,326053726,378015490,246743180,-36348861,214387462,160384514,518504562
"MEGMT","BASIC METAL",17935638653,422605671,8850113471,4539586221,5197939289,3652174182,-96221693,2.65e+08,928454222,16449424991,11726940184,300121994,6857856100,3502028701,4089808898,2768047202,-363074796,2.65e+08,666074991,10633579974,8840193329,81690973,3562881042,2248524315,2739950974,822930068,-443426209,2.65e+08,-277025482,8159087666,4291957471,4288647,2477802150,1562644654,1894157086,583645064,-104529591,2.65e+08,7622206,3935499456
"MEKAG","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",2051226610,-86889969,1986529720,792704258,848824443,1137705277,-171108088,62500000,560479733,1602983918,2188966687,158183112,2226423235,925017689,993060523,1233362712,-148430742,62500000,761072630,1610525253,1363175264,77127730,1153304321,635744907,712390444,440913877,63567953,62500000,250481016,1063509348,353607766,35605387,306798623,218402691,230945850,75852773,-14905675,62500000,15935865,267894828
"MEPET","WHOLESALE AND RETAIL TRADE",4144799139,-253975904,2231461746,342185212,476681396,1754780350,-78527974,75350000,-116514024,3937862140,4714728430,276038703,2547336304,367688487,503871071,2043465233,-5091812,75350000,-159765916,4465219336,3418109622,22910306,1781061964,398984837,598333289,1182728675,-317854,75350000,-281172269,3274846706,602052677,66262506,631103907,171200678,257306342,373797565,-10542341,75350000,-106632094,560658967
"MERCN","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",2631090299,-59897153,2713936098,883721713,928328325,1785607773,17107588,190370946,126357639,2047370384,3481716173,87833586,3352927594,1360916866,1461824751,1891102843,-374333067,190370946,378188809,2812885583,2839720211,101451661,2076352503,839276153,856194569,1220157934,-41946050,190370946,584759110,2193586751,665768708,121576522,668683090,279387711,310814393,357868697,-46149349,190370946,237686823,509307689
"MERIT","HOTELS AND RESTAURANTS",150506358,357468625,9805125916,18340221,22592017,9782533899,-54455465,336600000,37577967,9580150,149405067,121655625,6314197374,48763101,333609336,5980588038,-57897607,336600000,32734834,24824337,112603766,15554972,2665573015,14215327,154780923,2510792092,-3375095,336600000,26755981,37940609,11367428,3898408,956968798,4843324,40438218,916530580,-2.33e+08,336600000,3152025,1427085
"MERKO","FOOD, BEVERAGE AND TOBACCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"METRO","HOLDING AND INVESTMENT COMPANIES",28730400,-1085843320,3612239157,19098933,238721496,3373517661,3991554,5.4e+08,19517191,29077191,16058249,-2945267701,4704857724,16485744,245332832,4459524892,-28696339,5.4e+08,45255729,16065268,54633965,1023689639,5388321930,52931660,259385325,5128936605,-9570807,5.4e+08,28627489,65376711,45350310,318988362,1567610640,8289797,50889191,1516721449,52566899,5.4e+08,31282404,62777477
"METUR","HOLDING AND INVESTMENT COMPANIES",213238567,17151477,413569470,22725270,67663597,345905873,-8341699,1.08e+08,225277289,155821008,325704027,24840475,520961480,147494818,246280292,274681188,-1458171,100643051,183975818,222999042,125170094,22594019,406940301,115383516,234866937,172073364,5529173,100643051,137503391,62293387,10696111,-17805710,92826757,21165320,62418091,30408666,-13325719,100643051,35128596,4204316
"MGROS","WHOLESALE AND RETAIL TRADE",293779664000,6339743000,150058883000,71013592000,92376687000,57682196000,-9011985000,181054233,-13319594000,225775911000,262132403000,12746783000,133015623000,64819729000,80672262000,52343361000,-7650391000,181054233,-10135065000,213170188000,140480068000,9139805000,81620198000,42857914000,54112847000,27507351000,-4181281000,181054233,-9233263000,114210332000,36272243000,358881000,18100325000,13108998000,17564261000,536064000,-507049000,181054233,-4405274000,27517740000
"MHRGY","REAL ESTATE INVESTMENT TRUSTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59016061,1237282789,2216138444,18987654,23462408,2192676036,-12576996,8.27e+08,95591597,3972485,37904107,328407028,1149430916,11010996,201894128,947536788,571267118,8.27e+08,40420990,4380268
"MIATK","TECHNOLOGY",2583301426,2276479458,6360955780,1299519274,1533875808,4827079972,-511516240,4.94e+08,1275201285,1037614092,2022762660,727651637,2174934100,359635150,415018818,1759915282,-886700383,4.94e+08,396429806,993310140,1100194037,424545649,1470336285,275451568,333679012,1136657273,-367611470,4.94e+08,368919492,518464841,164195110,54155781,300674516,50094806,55179935,245494581,-119083479,4.94e+08,83624486,103585575
"MMCAS","HOLDING AND INVESTMENT COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MNDRS","TEXTILE, WEARING APPAREL AND LEATHER",7801443661,12163674,17265022277,3094166035,5795908995,11469113282,-237816515,277292576,2120706754,7615575851,9154983790,1600903761,17543929129,3373059196,6071216270,11472712859,-983621974,2.5e+08,2130267417,8160454765,7994262391,1919241296,12451094731,3462586524,5887400645,6563694086,-78510758,2.5e+08,1103023751,6243454853,2226845652,-267778497,3805352541,1674044877,2783246463,1022106078,-22889125,2.5e+08,-219065303,1857846443
"MNDTR","PAPER AND PAPER PRODUCTS PRINTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8110333108,864779884,4881561957,2651326068,2885892976,1995668981,-354407998,949511318,901655714,6360227752,3981585161,502814564,3716974054,2389962348,2491794330,1225179724,-51847545,949511318,589137136,3029140202
"MOBTL","TECHNOLOGY",9431470551,131534746,8994476508,1836237207,2410682227,6583794281,102594641,1.025e+09,349641515,8364804229,11182533070,502443865,10577982646,2164260597,3266772679,7311209967,-51068644,1.025e+09,613171934,9957029823,7692758140,247253714,7130613649,1520788038,2253522300,4877091349,-39420508,1.025e+09,102387268,6002411238,2356167497,617761842,3386172405,1071790681,1486009753,1900162652,-16623529,1.025e+09,64093995,2131861173
"MOGAN","ELECTRICITY GAS AND WATER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10844531819,-950266301,62297467916,7621028373,34499368686,27798099230,-1260147901,2440108000,-2528037929,7844803246,3287532514,1703579788,49005295855,4558959878,25837762005,23167533850,1336855245,2440108000,-1791119048,2133950399
"MPARK","EDUCATION HEALTH SPORTS AND ENTERTAINMENT SERVICES",39689926000,5210014000,47291391000,13178642000,23757859000,23533532000,-3540153000,191012202,-1990782000,28831276000,32412088000,6539772000,41025377000,12830891000,22411600000,18613777000,-2629979000,208037202,-617103000,23127981000,18902871000,4741597000,22616068000,7968031000,12719068000,9.897e+09,-2195636000,208037202,-1003470000,14015535000,5795954000,290423000,5748121000,3318172000,5078924000,669197000,-522614000,208037202,-576839000,4216994000
"MRGYO","REAL ESTATE INVESTMENT TRUSTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MRSHL","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",4061937884,-243460508,2555951537,1589581969,1662997953,892953584,-153748280,10994134,-169630524,2765870415,4496184870,-210249215,3116204100,1937231989,1998090979,1118113121,-129621685,10994134,81270319,3077132268,3144525915,-35897824,2765894335,2318684727,2419481054,346413281,-104379233,1e+07,-308125920,2247373750,751612793,-96301958,816407439,793946628,809290329,7117110,-51859224,1e+07,-144987659,596777199
"MSGYO","REAL ESTATE INVESTMENT TRUSTS",169255485,102213872,4815693900,622082724,1132967532,3682726368,286427191,469768117,922773516,29540902,167367577,1259826231,4372480952,32209552,34817013,4337663939,-54432337,469768117,601326002,29348758,172061038,826072204,2259505035,28900328,30896524,2228608511,-5339895,469768117,404881776,55940024,39961815,215347298,490003196,21426475,22235339,467767857,-11904,469768117,82319124,6780429
"MTRKS","TECHNOLOGY",980067151,130604144,740820532,128650482,196740817,544079715,-186320130,100500000,108676085,624283898,858847493,128473492,526324538,94421612,110289829,416034709,-129676665,100499999,55556309,669253341,478832150,60631595,304964234,70075309,91579031,213385203,-94240344,100499999,37683994,367339765,165084443,25850899,81874180,26041799,31483705,50390475,-22442855,100500000,12039407,135455148
"MTRYO","INVESTMENT TRUSTS",3626830093,10868394,364272526,780514,1273762,362998764,27619494,4.2e+07,363384881,3445397501,7038575977,-86932556,355345922,1902432,2643127,352702795,-24955586,4.2e+07,353222193,6917208185,2598535661,82107676,415556730,84354558,84648330,330908400,-109514462,4.2e+07,330969593,2400046569,1044512314,11152311,94984554,1388308,1437512,93547042,-13291568,4.2e+07,93550831,1030316458
"MZHLD","HOLDING AND INVESTMENT COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATEN","ELECTRICITY GAS AND WATER",1452942432,-49552178,17874293950,2224653143,5655111907,12219182043,35995,1.65e+08,-445343160,1234810499,2661844634,117210172,13988763934,1694397357,4951883267,9036880667,-647580456,1.65e+08,-242355801,2218275438,1868170595,-94571635,13899489490,1718064448,5138699139,8760790351,-196654817,259179704,1438248509,1245831681,623358353,611988564,6053465168,624617147,1660089191,4393375977,-82848352,259179704,683238415,423309000
"NETAS","TECHNOLOGY",9175387066,-280541832,7684220911,7182294744,7667055701,17165210,-33958412,64864800,-1713845806,8525676718,6958287619,99670615,5731899385,5231635187,5509136288,222763097,-20167885,64864800,-1264211667,6354978246,4011553628,-30567570,4179818366,4012878974,4162126607,17691759,36135193,64864800,-816202669,3624228360,2296349584,-668212140,3666926846,3508145330,3631518570,35408276,26189620,64864800,-559181271,2559191128
"NIBAS","NON-METALLIC MINERAL PRODUCTS",67785162,-19160270,744580248,27443990,122877890,621702358,-14437486,5.4e+07,10962520,55296700,81387398,51468476,762175628,23478345,119315089,642860539,7210187,5.4e+07,31614585,55019721,145196787,-15974204,454374255,22789478,48779819,405594436,27661425,5.4e+07,18332182,111045815,44825254,29561746,187307546,20994135,36311967,150995579,-1812005,5.4e+07,-3416477,40826704
"NTGAZ","ELECTRICITY GAS AND WATER",5730821946,365602228,4978605432,992640538,1405692727,3572912705,-578594943,6.9e+08,452859385,4245509372,5835065203,139330591,4257038214,732509114,866492786,3390545428,-451265065,6.9e+08,554627349,4704055521,7003677528,1107812870,3724039366,806793819,971389297,2752650069,-296961452,6.9e+08,895053416,5201229772,696363820,26186054,845113970,189991455,270172723,574941247,-28388596,6.9e+08,76239141,559349122
"NTHOL","HOLDING AND INVESTMENT COMPANIES",19366835000,2627335000,84555011000,8420489000,28907488000,55647523000,-8707396000,5e+08,-2992798000,13718413000,13706683000,3220177000,79655924000,8787636000,28232047000,51423877000,-1810466000,563876000,-4137818000,8219169000,6371512000,1529754000,46891342000,5658151000,17009977000,29881365000,-2321156000,480733000,-2787698000,4101708000,1011508000,910011000,17752652000,1853135000,7115962000,10636690000,-461420000,563875937,-264202000,627155000
"NUGYO","REAL ESTATE INVESTMENT TRUSTS",1278235790,173837768,5691586012,420020684,423612468,5267973544,-12741111,335348000,366442238,620682057,194829955,1097877552,5463400357,1083719553,1086220772,4377179585,49217405,335348000,153648053,45557625,2068203578,534502648,3034318048,759161622,761315659,2273002389,826273383,335348000,48372627,1030561840,484199469,-103636036,1644540772,845549091,1241847399,402693373,38027482,310200000,-412969274,126694967
"NUHCM","NON-METALLIC MINERAL PRODUCTS",15483294875,1834507046,24250425240,3421764970,4778494295,19471930945,2335267113,150213600,8870782260,11283302563,19341713605,2780615425,27286362684,3160322336,8040361183,19246001501,-1270418459,150213600,5486287404,14725931119,14669844091,2148956052,23645595167,4575179127,6993344203,16652250964,-1088799664,150213600,3865904204,11690608293,2493229032,642427616,3473236017,844945772,1301385982,2171850035,-216253160,150213600,803301242,1794543838
"OBAMS","FOOD, BEVERAGE AND TOBACCO",17331596569,306966668,11934361850,2304298452,2344496625,9589865225,-204561990,479421759,5240756254,14492269418,33832594871,1846470350,11607667085,4905560704,5294966681,6312700404,-756239606,479421759,2121320834,30939620075,11069054372,109581558,4385837556,3025384410,3111284813,1274552743,-85868767,479421759,-16976178,9733372656,5215846114,126599185,1904686535,964667433,1033325696,871360839,-163613690,479421759,317005047,4077811835
"OBASE","TECHNOLOGY",740170590,-49170633,930629680,364402454,384077063,546552617,-168734945,45500000,11447231,637577179,592573318,-40696303,905110958,254510784,300477901,604633057,-89878799,45500000,139945930,550386913,343424948,-4206767,662938728,176782961,213199850,449738878,-132782615,45500000,194475964,301951761,104770642,17970684,152903525,68679298,78760206,74143319,-17675526,3.5e+07,16149775,80759202
